,sentence
138,하지만 시청자의 댓 글에는 그 속에 담긴 저의는 분명하지만 욕설이나 모욕적인 말이 전혀 포함되지 않았기 때문에 이 말년이 충분히 좋은 말로 반박할 수 있었음에도 불구하고 대뜸 바로 욕설로 대응했다는 것은 이 말년의 잘못이 맞으며 논란의 여지가 있다는 반응도 나왔다.
139,그런 데 사건이 여기서 끝나지 않고 이 말년에게 욕설을 듣고 차단을 당한 시청자가 이에 분노해 네이버 지식 iN에 '이 말년을 신고하거나 사과하게 만들 방법이 없을까요
140,지식인 상담 변호사는 이 말년의 행동은 모욕죄가 성립될 수도 있다고
141,"이후 글쓴이에게 나무람 이상의 과도한 비난과 조롱이 쏟아지는 상황을 알게 된 이 말년은, 개인 방송에서 자신이 욕설을 했기에 명백히 잘못한 사건이라며 글쓴이에게 오히려 과도한 비난을 하는 팬들에게 자제를 요청하며 글쓴이에게 사과하는 방송을 올렸다."
142,"방송에서 스랄 성애자인 걸 증명하듯 주술사 비상 대책 위원회를 설치하며 온갖 근본 없는 잡덱으로 스랄을 살리려고 애쓰나, 마지막엔 언제나 걸출하게 스랄을 욕하며 방송을 마무리한다.2015"
143,페이나 구체적인 것은 확정되지 않았으나 침투 부 활성화에 의욕을 가진 모습을 보이고 있다.
144,"다시 흡연을 하게 된 이유는 샤이니 멤버들과 여행을 가 강원 랜드에 갔는데, 인간의 욕망으로 가득 찬 장소에서 금연이라는 자신의 욕망을 참는 행위를 하는 것이 좀 아닌 것 같아 줄담배를 피웠다고."
145,"욕을 아주 찰지게 하는 욕 데 레로 본인 특유의 목소리 + 발음으로 인해 특유의 말투가 있는데, 이걸 듣는 이로 하여금 어 딘가 끌리는 느낌을 주어 괴물 쥐의 방송을 보다 보면 어느 샌가 괴물 쥐의 욕을 듣고 싶어서 방송을 기다리는 자신을 볼 수 있다."
146,게다가 입에서 쌍 욕이 툭툭 튀어나와도 은근히 친절하게 해 주는 걸 보고 감동 받는 사람도 상당히 많다.
147,방송 중 연패를 하면 갑자기 빡쳐서 쌍 욕을 날리다가도 한 판을 이기면 다시 기분이 좋아진다.
148,"성 드립, 욕설이 꽤 자주 나오는 수위가 높은 방송이므로 시청할 때 감안할 것. 하지만 찰진 욕설과 뛰어난 리액션 때문에 시청자가 매우 많이 나온다."
149,공격적인 플레이가 양날의 검이 되어 킬 욕심을 부리다 역 갱을 당하고 라인 전부터 망하는 모습도 어렵지 않게 볼 수 있다.
150,서폿을 원 딜 의 성장과 캐리력 발휘를 위한 ' 도구' 로 취급하는 만큼 라인 전에서 서폿이 못하면 엄청나게 욕을 해 댄다.
151,괴물 쥐는 본래 다음팟에서 방송을 하던 이재석을 저격하는 저격 러였고 이재석이 직접 괴물 쥐에게 쌍 욕을 하며 저격 좀 그만 하라고 한 적도 있을 정도였다.
152,할 수 있는 쌍 욕이 사실상 없어 졌다.
153,괴물 쥐의 욕을 듣고 싶어서 괴물 쥐의 방송을 찾은 시청자들은 ' 이제 괴물 쥐에 겐 ' 후 잉' 밖에 남지 않았다' 라며 다른 방으로 뿔뿔이 흩어지는 중. 하이 지로 복귀 후 욕설이 줄고 멘 탈이 좋아진 게 되려 독이 되고 있다.
154,특히 욕 할 때마다 필터링으로 오우쉣이라고 말하는 것이 가장 불편해 하는 듯. 이 때문에 다른 영상들에 비해 싫어 요가 많은 것을 볼 수 있다.6
155,하지만 그 핑크색머리가 빨간색처럼 보인다고 욕하는 시청자들도 있었다.
156,11. 27. 드디어 꿈에 그리 던 오른 신 스킨이 나오면서 격렬한 기쁨을 표하였는데.. 섬 네 일이 꼭 욕망의 항아리를 연상시킨다
157,""" 하면서 개리 형에게 솔 킬 을 따 이는 굴욕을 당하기도 한다."
158,"그리고 그분을 소개시켜 주었다 개인팟패트와 매트 이겨 쓰의 피해자 3 쓰레 쉬 장인이며, 주 라인은 당연히 서포터. 마스터 승격 전이 0승 2패로 실패 위기에 처해 있을 때 개리 형에게 도움을 요청했으나, 4 연 패를 하며 개리 형 사상 최초로 듀오( 일명 개개 듀오) 승률이 0퍼센트인 굴욕을 겪었다."
159,초기에는 에코의 주 포지션이 정글이 아니었던지라 트롤 아니냐며 욕을 엄청 먹다가 여러 가지 유의미한 버프로 살 길을 찾았다고
160,"PD 특성상 어 그로가 끌리기 쉬워 도를 지나친 비방, 욕설, 인종차별이 난무하기 때문. 스스로 시청자가 적은 방송 [35] 을 지향했다."
161,"다만 이를 알고 악용하는 시청자들도 있는데 과하게 선을 넘겨 폭발하게 만든다면 걷잡을 수 없게 될 수 있으니 선은 넘지 않도록 하자. 사람이 착하다 보니 실제로 스트리머가 카카오팟에서 트위치로 플랫폼을 옮긴 경우 피닉스 박과 같이 팟 플레이어에서는 아예 무시하거나 심하면 괴물 쥐처럼 배신의 낙인이 찍혀 계속 욕을 먹지만, 과로 사는 오히려 트위치 이전을 축하해 주며 아직 까지도 팟 수 시청자나 다른 PD 들에게 호감을 받고 있다."
162,새로운 편집자를 구했지만 일 탁이 편집과 거리가 먼 편집이어서 많은 욕을 먹어 편집된 영상이 내려갔던 적이 있었다.
163,게임 중 욕설을 자주 구사하는 편이며 특히 2020년 4월 3일 방송 중 KDA 13/1 /12를 찍고 패배하자 샷 건을 치고 빡종을 한 이력까지 있다.
164,"그럼에도 히 토 미, 모니카 쨩 [44], IS 드립, 오나 홀, 욕설 등의 드립들을 개의치 않고 쓰는 모습을 보면 가족들이 매우 개방적 임을 알 수 있다."
165,욕설을 하지 않으며 잔인한 말도 자제한다.
166,"욕이나 악플에도 무덤덤하고 어지간히 빡 치거나 황당한 상황에서도 그냥 게임오버 화면을 특유의 무표정한 표정으로 응시하는 것이 개그 포인트였고, 어이가 없는 상황에 무덤덤하게 일침을 박는데, 이 입담이 웃음을 주던 캐릭터였다."
167,"단 의외로 욕은 하는 편이었는데, 일반 BJ 들처럼 고함을 치거나 샷 건을 치거나 하는 쌍욕 느낌은 아니고 화이트 데이 수위처럼 자기가 싫어하는 귀신한테, 혹은 웃기게 놀리는 댓 글에 짜증을 팍 낸다는 느낌의, ' 우 쒸!' 하는 뉘앙스의 반쯤 장난으로 하는 욕이고 시청자들도 이를 당연하게 받아들이는 분위기였다."
168,"이는 김 왼팔의 시청자가 대부분 20대 언저리의 고학년, 성인들이었고 BJ가 시청자들한테 욕하는 것을 당연시하는 분위기였기에 김 왼팔도 이런 방송 컨셉을 유지했다."
169,"원래 반 장난 삼아 욕하던 것과는 달리 저학년층 시청자들에게 맞추기 위해서 장난으로라도 욕하는 모습은 보기 힘들어 졌으며, 상술한 것처럼 이전의 침착, 냉정 컨셉도 특유의 명 량하고 촐싹대는 방송 컨셉으로 바꾸게 된다."
170,' 한마디 욕하고 넘어가지만 입 문자들 로서는 불편하기 짝이 없는 일. 다운 그레이드가 시작되면 플스 리뷰란에 0.5 별 점이 난무하기 시작한다.
171,가끔 채널을 무분별하게 비난하는 댓 글을 고정시켜 역으로 욕을 먹이기도 한다.
172,2013년 구 글 I/O에서 IT 업체끼리의 소송 대신에 협력이 필요 하다고 말을 했으니 API 공개를 안했다가는 욕을 먹을 상황이다.
173,"위의 예시들이 베 댓을 먹는 사례는 [74] 해외에서 더 자주 보이는데, '○○ 손' 형태의 댓 글은 우리나라에서 묻히거나 좋아 요구 걸로 욕을 먹는 것도 한몫하고 참신한 드립이나 네 임드 유튜버가 단 댓 글에 좋아 요가 몰리기 때문인 것으로 보인다."
174,"그 밖에도 팀이 조금 뒤쳐지거나 하면 팀 채팅으로 욕을 퍼붓거나, 좀 비전에서 인보하는 좀비 등 여러 비 매너 유저들이 다수 서식한다."
175,"=루 키= 빠름, S2 =L3= 매우 빠름, S3 =L2= 가장 빠름 현재 삭제된 영상에는 취소 선 표시 S2 리버스 해적 로비의 전투 세이버 HT 1:53 :34 매우 빠름 광 산 꼬불꼬불 다운 힐 파라 곤 9 1:09 :41 매우 빠름 노 르 테 유 익스프레스 파라 곤 9 1:50 :63 매우 빠름 차이나 상해 동방 명주 파라 곤 9 1:21 :92 매우 빠름 빌리지 고가의 질주 파라 곤 9 1:36 :89 매우 빠름 비치 해변 드라이브 파라 곤 9 1:47 :72 매우 빠름 트랙 9 파라 곤 9 0:43 :68 매우 빠름 빌리지 운명의 다리 파라 곤 9 1:58 :64 매우 빠름 쥐라기 공룡 결투장 파라 곤 9 1:47 :81 매우 빠름 WKC 투어링 랠리 파라 곤 9 1:23 :07 팀 전 매우 빠름 차이나 서안 병마용 파라 곤 9 1:37 :8X 팀 전 매우 빠름 월드 뉴욕 대 질주 파라 곤 9 1:21 :5X 팀 전 매우 빠름 빌리지 고가의 질주 파라 곤 9 1:35 :9X 매우 빠름 해적 로비 절벽의 전투 파라 곤 9 1:49 :63 매우 빠름 공동 묘지 마왕의 초대 골든 스톰 블레이드 9 1:45 :92 매우 빠름 도검 구름의 협곡 이온 X 1:34 :20 매우 빠름 빌리지 붐 힐 터널 붓 X 1:05 :04 매우 빠름 광 산 꼬불꼬불 다운 힐 아르테 미스 9 1:08 :15 매우 빠름 빌리지 붐 힐 터널 붓 X 1:04 :89 매우 빠름 광 산 꼬불꼬불 다운 힐 황금 마차 X 1:06 :80 매우 빠름 [ 리버스] 해적 로비 절벽의 전투 황금 마차 X 1:48 :31 매우 빠름 브로 디 비밀의 연구소 흑기사 X 1:59 :88 한 카 최초 1 분대 기록 매우 빠름 광산 아슬아슬 궤도 전차 히 페리 온 X 1:23 :64 주 행이 뛰어나고 러너 성향이 강한 선수답게 타임 어택도 상당한 실력을 자랑한다."
176,"아무래도 카트 라이더를 오래 하다 보니 잘하면 잘하는 대로 욕 먹고 못하면 퇴물이란 소리를 들으니 카트에 대한 재미를 잃어 가는 것 같으며, 현재 신동이 와 마찬가지로 배틀 그라운드로 이직 해볼까 고민 중이라고 한다."
177,"듀얼 레이스 3가 끝난 이후 유영혁과 김 상수와 함께 술자리를 가졌는데, 이때 유영혁이 밝힌 썰 로는 넥 슨 카트 라이더 리그 듀얼 레이스 시즌 3 개인 전 결승 2SET 마지막 트랙을 문호 준 이 골랐고, 이 트랙이 공동 묘지 해골 손가락이었는데 당시 유영혁이 속으로 욕을 많이 했다고"
178,개인방송에서 넥 슨 욕을 할 때가 많은데 가끔 씩 넥슨에게 카톡으로 압박(?) 이 와서 조심한다고 한다.2019
179,"[41] 링크를 타기 귀찮을 사람을 위해 설명하자면 박사 뒤에 오빠를 붙히고 할 말을 한 뒤 욕을 박는다 김 블루: 강지와 우 결을 진행 했던 유 튜버 겸 스트 리머. 우연한 기회에 함께 한 배 그 듀오를 시작으로 합방의 빈도를 점차 늘려 나갔고, 찰떡 같은 케 미로 인해 강 블 조합의 인기가 기하급수적으로 높아 졌다."
180,"아직 어색할 무렵에는 강지 본인 피셜로 방송 중 "" 코 렛트 님은 착하신 것 같다"" 라고 말하기도 했지만, 최근에는 욕만 안 박지 잔잔하게 딜 넣을 거 다 넣는 관계(...) 그리고 탬 밑 강으로 강지를 약간씩 괴롭힌다."
181,야 했고 어머니와 함께 때를 밀러 목욕탕에 갔을 때 탕에서 나오다 저혈압으로 인해 실신했던 적도 있다고...
182,"2020년에 악녀하고 부부싸움 끝내고(...) 강수, 견자희도 같이 불러서 합방으로 PACIFY를 했는데, 자세한 건 직접 영상으로 확인하자 [67] 하지만 욕 박고 소리지르는 건 똑같다 이름의 순서를 바꿔 부르는 경우가 있다."
183,"타 샌 드박스 여성 스트리머에 비해 입이 거친 편으로, 필요에 따라서는 폭풍 쌍 욕을 남발하기도 한다."
184,"승부욕이 강한 편이라 게임에 집중해야 하기 때문에, 게임 중에는 영상도 네이션을 받지 않거나, 받아도 게임 중간 중간 휴식 타임에 본다."
185,그래서 방송 보다 보면 강 지가 야몽이를 욕을 퍼부으면서 혼내는 소리가 나온다.
186,15년도 시절에 패 드립 빼고는 욕을 다 했었던 시기를 뜻한다.
187,"채팅의 경우 욕설과 비방 및 직접적인 성 드립/ 패 드립만 아니면 용인하는 상태. 예전에는 타 스트 리머 언급이 있어도 그냥 넘어가거나 같이 얘기하는 편이었으나, 합방을 하지 않고 있음에도 불구하고 채팅 창에 과도하게 타 스트리머를 언급하는 앵무새 형 채팅이 많아 지자 타 스트리머를 언급하기만 해도 채팅 삭제 경우에 따라 채팅 금지를 먹는다."
188,"주로 저라뎃과 팀원의 남 탓과 욕설, 사자후, 이간질 등이 나오며, 그것들을 받아들이거나 맞받아치는 팀원들이나 저라뎃의 모습이 볼만 하다는 시청자들의 반응들이 많다."
189,형’ 이라고 했음에도 본인이 제대로 된 사과를 하지 않은 것은 덤. 계속 콘텐츠 욕심 때문이라는 말만 반복하며 두루뭉술한 사과로 넘어가려 했다.
190,"당연히 멘 탈이 터진 섹과스가 ‘ 오늘 좀 슬픈 날’ 이라며 게임에 대한 의욕을 잃어버린 것은 당 연지 사. 이 같은 성인답지 못한 자기 중심적 사고와 경악스러운 인성질을 지켜보던 시청자들은 결국 폭발, 저라뎃을 강하게 비판했다."
191,"망언과 이기적인 행동으로 욕도 많이 먹고 민심도 떠나갔으나, 시간이 지 나 이미지가 거의 회복 되나 했으나.... 강 서구 PC 방 살인사건 희화화 발언 관련 논란이 터졌다."
192,"1. 그 게임에서 'shut up pig'라고 우지에게 인신공격을 한 것은 저라 뎃 자신의 잘못이라고 인정함 .2. 중국인들이 한국 서버에 와서 트롤링, 욕설 외에 여러 행패를 저지른다."
193,또 한 저라뎃도 욕설로 인해 해당 계정에서 25 게임 동안 채팅이 제한되는 제재를 받았다.2018
194,저라 뎃 (Just Like That) 을 단순 직역하면 ' 딱 좋다 이기' 와 일맥 상통하는데 저라뎃의 뿌리가 일 베라는 말이 돌고 있는 상황. 이에 대해 시청자들이 저라 뎃 유 튜브 채널의 댓 글을 통해 갑론을박을 펼치며 유 튜브 댓 글은 각종 노무현 드립부터 욕을 하며 손절한다는 댓 글까지 난장판이 된 상태이다.
195,2019년 09-29 오전 새벽 1시에 성인제한을 걸고 나라 카 일과 함께 술 먹 방을 진행하였지만 정작 유 튜브에는 자신이 욕을 먹던 해명 영상을 삭제하며 이전 영상에서 그대로 욕을 먹고 있으며 구독자 수는 2019년 9월 29일 기준 약 40만명까지 추락하였다.
196,[44] 악역을 맡는 것은 ' 컨셉' 인데 욕을 들어서 기분이 안 좋았다고
